id,code,path,message,stack,timestamp,user_id,tenant_id
670,ERR-20250406-9D0W58,/api/get_transaction_counts_by_year/2025,[ERR-20250406-9D0W58] Something went wrong.,"Error: [ERR-20250406-9D0W58] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTransactionsCountByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743961099667:101:24)",2025-04-06T17:38:19.841Z,,
671,ERR-20250406-KECFNB,/api/get_sales_profit_by_year/2025,Something went wrong.,,2025-04-06T17:38:36.102Z,,
672,ERR-20250406-YRDRWL,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T17:38:36.103Z,,
673,ERR-20250406-S2TE9K,/api/get_transaction_counts_by_year/2025,Something went wrong.,,2025-04-06T17:38:36.110Z,,
674,ERR-20250406-KECFNB,/api/get_sales_profit_by_year/2025,[ERR-20250406-KECFNB] Something went wrong.,"Error: [ERR-20250406-KECFNB] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalProfitByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743961116024:71:23)",2025-04-06T17:38:36.178Z,,
675,ERR-20250406-YRDRWL,/api/get_sales_comparison_by_year/2025,[ERR-20250406-YRDRWL] Something went wrong.,"Error: [ERR-20250406-YRDRWL] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743961116024:83:23)",2025-04-06T17:38:36.187Z,,
676,ERR-20250406-S2TE9K,/api/get_transaction_counts_by_year/2025,[ERR-20250406-S2TE9K] Something went wrong.,"Error: [ERR-20250406-S2TE9K] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTransactionsCountByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743961116024:101:23)",2025-04-06T17:38:36.188Z,,
677,ERR-20250406-0JRFL4,/api/get_sales_summary_by_today/2025-04-06,Something went wrong.,,2025-04-06T17:41:56.059Z,,
678,ERR-20250406-U104NF,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T17:41:56.090Z,,
679,ERR-20250406-0JRFL4,/api/get_sales_summary_by_today/2025-04-06,[ERR-20250406-0JRFL4] Something went wrong.,"Error: [ERR-20250406-0JRFL4] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTodaySalesDataByToday (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx:84:24)",2025-04-06T17:41:56.099Z,,
680,ERR-20250406-C2PIVO,/api/get_sales_profit_by_year/2025,Failed to get profit,,2025-04-06T17:41:56.108Z,,
681,ERR-20250406-U104NF,/api/get_sales_comparison_by_year/2025,[ERR-20250406-U104NF] Something went wrong.,"Error: [ERR-20250406-U104NF] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743961116024:83:23)",2025-04-06T17:41:56.223Z,,
682,ERR-20250406-C2PIVO,/api/get_sales_profit_by_year/2025,[ERR-20250406-C2PIVO] Failed to get profit,"Error: [ERR-20250406-C2PIVO] Failed to get profit
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalProfitByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743961116024:71:23)",2025-04-06T17:41:56.224Z,,
683,ERR-20250406-PSF776,/api/get_sales_profit_by_year/2025,Failed to get profit,,2025-04-06T17:49:45.438Z,,
684,ERR-20250406-Q46TVS,/api/get_sales_summary_by_today/2025-04-06,Something went wrong.,,2025-04-06T17:49:45.423Z,,
685,ERR-20250406-7ODXZQ,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T17:49:45.430Z,,
686,ERR-20250406-PSF776,/api/get_sales_profit_by_year/2025,[ERR-20250406-PSF776] Failed to get profit,"Error: [ERR-20250406-PSF776] Failed to get profit
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalProfitByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743961116024:71:23)",2025-04-06T17:49:45.533Z,,
687,ERR-20250406-Q46TVS,/api/get_sales_summary_by_today/2025-04-06,[ERR-20250406-Q46TVS] Something went wrong.,"Error: [ERR-20250406-Q46TVS] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTodaySalesDataByToday (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx:84:24)",2025-04-06T17:49:45.541Z,,
688,ERR-20250406-7ODXZQ,/api/get_sales_comparison_by_year/2025,[ERR-20250406-7ODXZQ] Something went wrong.,"Error: [ERR-20250406-7ODXZQ] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743961116024:83:23)",2025-04-06T17:49:45.542Z,,
689,ERR-20250406-RVJI1K,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T17:49:55.154Z,,
690,ERR-20250406-35QQW4,/api/get_sales_summary_by_today/2025-04-06,Something went wrong.,,2025-04-06T17:49:55.138Z,,
691,ERR-20250406-RVJI1K,/api/get_sales_comparison_by_year/2025,[ERR-20250406-RVJI1K] Something went wrong.,"Error: [ERR-20250406-RVJI1K] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743961116024:83:23)",2025-04-06T17:49:55.329Z,,
692,ERR-20250406-35QQW4,/api/get_sales_summary_by_today/2025-04-06,[ERR-20250406-35QQW4] Something went wrong.,"Error: [ERR-20250406-35QQW4] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTodaySalesDataByToday (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx:84:24)",2025-04-06T17:49:55.330Z,,
693,ERR-20250406-K4OBON,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T17:51:47.586Z,,
694,ERR-20250406-UIM8CL,/api/get_sales_summary_by_today/2025-04-06,Something went wrong.,,2025-04-06T17:51:47.578Z,,
695,ERR-20250406-K4OBON,/api/get_sales_comparison_by_year/2025,[ERR-20250406-K4OBON] Something went wrong.,"Error: [ERR-20250406-K4OBON] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743961116024:83:23)",2025-04-06T17:51:47.680Z,,
696,ERR-20250406-UIM8CL,/api/get_sales_summary_by_today/2025-04-06,[ERR-20250406-UIM8CL] Something went wrong.,"Error: [ERR-20250406-UIM8CL] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTodaySalesDataByToday (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx:84:24)",2025-04-06T17:51:47.744Z,,
697,ERR-20250406-LELZ36,/api/get_sales_summary_by_today/2025-04-06,Something went wrong.,,2025-04-06T17:54:11.418Z,,
698,ERR-20250406-H92N2D,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T17:54:11.428Z,,
699,ERR-20250406-LELZ36,/api/get_sales_summary_by_today/2025-04-06,[ERR-20250406-LELZ36] Something went wrong.,"Error: [ERR-20250406-LELZ36] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTodaySalesDataByToday (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx:84:24)",2025-04-06T17:54:11.569Z,,
700,ERR-20250406-H92N2D,/api/get_sales_comparison_by_year/2025,[ERR-20250406-H92N2D] Something went wrong.,"Error: [ERR-20250406-H92N2D] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743961116024:83:23)",2025-04-06T17:54:11.570Z,,
701,ERR-20250406-UWCA0P,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T17:58:02.971Z,,
702,ERR-20250406-2MX25R,/api/get_sales_summary_by_today/2025-04-06,Something went wrong.,,2025-04-06T17:58:02.968Z,,
703,ERR-20250406-UWCA0P,/api/get_sales_comparison_by_year/2025,[ERR-20250406-UWCA0P] Something went wrong.,"Error: [ERR-20250406-UWCA0P] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx:83:23)",2025-04-06T17:58:03.084Z,,
704,ERR-20250406-2MX25R,/api/get_sales_summary_by_today/2025-04-06,[ERR-20250406-2MX25R] Something went wrong.,"Error: [ERR-20250406-2MX25R] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTodaySalesDataByToday (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx:84:24)",2025-04-06T17:58:03.136Z,,
705,ERR-20250406-JPJF9F,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T18:03:02.073Z,,
706,ERR-20250406-S44PPH,/api/get_sales_summary_by_today/2025-04-06,Something went wrong.,,2025-04-06T18:03:02.071Z,,
707,ERR-20250406-JPJF9F,/api/get_sales_comparison_by_year/2025,[ERR-20250406-JPJF9F] Something went wrong.,"Error: [ERR-20250406-JPJF9F] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx:83:23)",2025-04-06T18:03:02.221Z,,
708,ERR-20250406-S44PPH,/api/get_sales_summary_by_today/2025-04-06,[ERR-20250406-S44PPH] Something went wrong.,"Error: [ERR-20250406-S44PPH] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTodaySalesDataByToday (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx:84:24)",2025-04-06T18:03:02.223Z,,
709,ERR-20250406-ZNK1D2,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T18:12:21.823Z,,
710,ERR-20250406-ZNK1D2,/api/get_sales_comparison_by_year/2025,[ERR-20250406-ZNK1D2] Something went wrong.,"Error: [ERR-20250406-ZNK1D2] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743963141394:83:23)",2025-04-06T18:12:22.087Z,,
711,ERR-20250406-XCM057,/api/get_sales_summary_by_today/2025-04-06,Something went wrong.,,2025-04-06T18:12:31.744Z,,
712,ERR-20250406-RFS0VB,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T18:12:31.746Z,,
713,ERR-20250406-XCM057,/api/get_sales_summary_by_today/2025-04-06,[ERR-20250406-XCM057] Something went wrong.,"Error: [ERR-20250406-XCM057] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTodaySalesDataByToday (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx:84:24)",2025-04-06T18:12:31.893Z,,
714,ERR-20250406-RFS0VB,/api/get_sales_comparison_by_year/2025,[ERR-20250406-RFS0VB] Something went wrong.,"Error: [ERR-20250406-RFS0VB] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx:83:23)",2025-04-06T18:12:31.901Z,,
715,ERR-20250406-LUP09Q,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T18:14:28.630Z,,
716,ERR-20250406-LUP09Q,/api/get_sales_comparison_by_year/2025,[ERR-20250406-LUP09Q] Something went wrong.,"Error: [ERR-20250406-LUP09Q] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743963268208:83:23)",2025-04-06T18:14:28.824Z,,
717,ERR-20250406-VF0J6A,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T18:14:29.259Z,,
718,ERR-20250406-VF0J6A,/api/get_sales_comparison_by_year/2025,[ERR-20250406-VF0J6A] Something went wrong.,"Error: [ERR-20250406-VF0J6A] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743963269172:83:23)",2025-04-06T18:14:29.465Z,,
719,ERR-20250406-VZZYB5,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T18:14:38.239Z,,
720,ERR-20250406-HRTC05,/api/get_sales_summary_by_today/2025-04-06,Something went wrong.,,2025-04-06T18:14:38.237Z,,
721,ERR-20250406-VZZYB5,/api/get_sales_comparison_by_year/2025,[ERR-20250406-VZZYB5] Something went wrong.,"Error: [ERR-20250406-VZZYB5] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx:83:23)",2025-04-06T18:14:38.343Z,,
722,ERR-20250406-HRTC05,/api/get_sales_summary_by_today/2025-04-06,[ERR-20250406-HRTC05] Something went wrong.,"Error: [ERR-20250406-HRTC05] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTodaySalesDataByToday (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx:84:24)",2025-04-06T18:14:38.399Z,,
723,ERR-20250406-D5R4M0,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T18:16:54.859Z,,
724,ERR-20250406-D5R4M0,/api/get_sales_comparison_by_year/2025,[ERR-20250406-D5R4M0] Something went wrong.,"Error: [ERR-20250406-D5R4M0] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743963414434:83:23)",2025-04-06T18:16:55.086Z,,
725,ERR-20250406-894XBM,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T18:16:56.253Z,,
726,ERR-20250406-894XBM,/api/get_sales_comparison_by_year/2025,[ERR-20250406-894XBM] Something went wrong.,"Error: [ERR-20250406-894XBM] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743963416173:83:23)",2025-04-06T18:16:56.471Z,,
727,ERR-20250406-0X3BKF,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T18:16:56.515Z,,
728,ERR-20250406-0X3BKF,/api/get_sales_comparison_by_year/2025,[ERR-20250406-0X3BKF] Something went wrong.,"Error: [ERR-20250406-0X3BKF] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743963416426:83:23)",2025-04-06T18:16:56.713Z,,
729,ERR-20250406-TAPJ12,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T18:16:56.823Z,,
730,ERR-20250406-TAPJ12,/api/get_sales_comparison_by_year/2025,[ERR-20250406-TAPJ12] Something went wrong.,"Error: [ERR-20250406-TAPJ12] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743963416754:83:23)",2025-04-06T18:16:57.007Z,,
731,ERR-20250406-K1YTYV,/api/get_sales_summary_by_today/2025-04-06,Something went wrong.,,2025-04-06T18:17:04.020Z,,
732,ERR-20250406-OP27J0,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T18:17:04.036Z,,
733,ERR-20250406-K1YTYV,/api/get_sales_summary_by_today/2025-04-06,[ERR-20250406-K1YTYV] Something went wrong.,"Error: [ERR-20250406-K1YTYV] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTodaySalesDataByToday (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx:84:24)",2025-04-06T18:17:04.191Z,,
734,ERR-20250406-OP27J0,/api/get_sales_comparison_by_year/2025,[ERR-20250406-OP27J0] Something went wrong.,"Error: [ERR-20250406-OP27J0] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx:83:23)",2025-04-06T18:17:04.192Z,,
735,ERR-20250406-YNXX3U,/api/get_sales_comparison_by_year/2025,Something went wrong.,,2025-04-06T18:18:00.197Z,,
736,ERR-20250406-YNXX3U,/api/get_sales_comparison_by_year/2025,[ERR-20250406-YNXX3U] Something went wrong.,"Error: [ERR-20250406-YNXX3U] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTotalSalesComparisonByYear (http://localhost:5173/src/backoffice/components/ui/dashboard/TotalSalesCard.jsx?t=1743963479775:83:23)",2025-04-06T18:18:00.415Z,,
737,ERR-20250406-3YXSMY,/api/get_sales_summary_by_today/2025-04-06,Something went wrong.,,2025-04-06T18:18:56.091Z,,
738,ERR-20250406-3YXSMY,/api/get_sales_summary_by_today/2025-04-06,[ERR-20250406-3YXSMY] Something went wrong.,"Error: [ERR-20250406-3YXSMY] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTodaySalesDataByToday (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx:84:24)",2025-04-06T18:18:56.343Z,,
739,ERR-20250406-0P0NX5,/api/get_sales_summary_by_today/2025-04-06,Something went wrong.,,2025-04-06T18:21:31.827Z,,
740,ERR-20250406-0P0NX5,/api/get_sales_summary_by_today/2025-04-06,[ERR-20250406-0P0NX5] Something went wrong.,"Error: [ERR-20250406-0P0NX5] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async getTodaySalesDataByToday (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx:84:24)",2025-04-06T18:21:32.111Z,,
741,ERR-20250406-69CQPY,/api/get_sales_summary_by_today/2025-04-06,Something went wrong.,,2025-04-06T18:33:52.013Z,,
742,ERR-20250406-68VB90,/api/get_sales_profit_by_today/2025-04-06,Something went wrong.,,2025-04-06T18:33:52.022Z,,
743,ERR-20250406-C0CHFU,/api/get_sales_comparison_by_today/2025-04-06,Something went wrong.,,2025-04-06T18:33:52.032Z,,
744,ERR-20250406-CRTXZ6,/api/get_transaction_counts_by_today/2025-04-06,Something went wrong.,,2025-04-06T18:33:52.046Z,,
745,ERR-20250406-69CQPY,/api/get_sales_summary_by_today/2025-04-06,[ERR-20250406-69CQPY] Something went wrong.,"Error: [ERR-20250406-69CQPY] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async Promise.all (index 0)
    at async getTodayData (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx?t=1743964431904:60:59)",2025-04-06T18:33:52.050Z,,
746,ERR-20250406-68VB90,/api/get_sales_profit_by_today/2025-04-06,[ERR-20250406-68VB90] Something went wrong.,"Error: [ERR-20250406-68VB90] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async Promise.all (index 1)
    at async getTodayData (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx?t=1743964431904:60:59)",2025-04-06T18:33:52.051Z,,
747,ERR-20250406-C0CHFU,/api/get_sales_comparison_by_today/2025-04-06,[ERR-20250406-C0CHFU] Something went wrong.,"Error: [ERR-20250406-C0CHFU] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async Promise.all (index 2)
    at async getTodayData (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx?t=1743964431904:60:59)",2025-04-06T18:33:52.069Z,,
748,ERR-20250406-CRTXZ6,/api/get_transaction_counts_by_today/2025-04-06,[ERR-20250406-CRTXZ6] Something went wrong.,"Error: [ERR-20250406-CRTXZ6] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async Promise.all (index 3)
    at async getTodayData (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx?t=1743964431904:60:59)",2025-04-06T18:33:52.072Z,,
749,ERR-20250406-QF80JI,/api/get_sales_summary_by_today/2025-04-06,Something went wrong.,,2025-04-06T18:34:03.094Z,,
750,ERR-20250406-AHI385,/api/get_sales_profit_by_today/2025-04-06,Something went wrong.,,2025-04-06T18:34:03.111Z,,
751,ERR-20250406-303ISD,/api/get_sales_comparison_by_today/2025-04-06,Something went wrong.,,2025-04-06T18:34:03.112Z,,
752,ERR-20250406-EQBX1J,/api/get_transaction_counts_by_today/2025-04-06,Something went wrong.,,2025-04-06T18:34:03.114Z,,
753,ERR-20250406-QF80JI,/api/get_sales_summary_by_today/2025-04-06,[ERR-20250406-QF80JI] Something went wrong.,"Error: [ERR-20250406-QF80JI] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async Promise.all (index 0)
    at async getTodayData (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx:60:59)",2025-04-06T18:34:03.224Z,,
754,ERR-20250406-AHI385,/api/get_sales_profit_by_today/2025-04-06,[ERR-20250406-AHI385] Something went wrong.,"Error: [ERR-20250406-AHI385] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async Promise.all (index 1)
    at async getTodayData (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx:60:59)",2025-04-06T18:34:03.365Z,,
755,ERR-20250406-303ISD,/api/get_sales_comparison_by_today/2025-04-06,[ERR-20250406-303ISD] Something went wrong.,"Error: [ERR-20250406-303ISD] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async Promise.all (index 2)
    at async getTodayData (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx:60:59)",2025-04-06T18:34:03.376Z,,
756,ERR-20250406-EQBX1J,/api/get_transaction_counts_by_today/2025-04-06,[ERR-20250406-EQBX1J] Something went wrong.,"Error: [ERR-20250406-EQBX1J] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async Promise.all (index 3)
    at async getTodayData (http://localhost:5173/src/backoffice/components/ui/dashboard/TodaySalesCard.jsx:60:59)",2025-04-06T18:34:03.376Z,,
757,ERR-20250407-X8UO1L,/api/get_upcoming_deliveries,Something went wrong.,,2025-04-07T04:06:00.494Z,,
758,ERR-20250407-X8UO1L,/api/get_upcoming_deliveries,[ERR-20250407-X8UO1L] Something went wrong.,"Error: [ERR-20250407-X8UO1L] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async fetchUpcomingDeliveries (http://localhost:5173/src/backoffice/components/ui/dashboard/UpcomingDeliveriesCard.jsx:31:19)",2025-04-07T04:06:00.513Z,,
759,ERR-20250407-SFHOAQ,/api/store,Something went wrong.,,2025-04-07T04:07:30.547Z,,
760,ERR-20250407-SFHOAQ,/api/store,[ERR-20250407-SFHOAQ] Something went wrong.,"Error: [ERR-20250407-SFHOAQ] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async handleGetStoreData (http://localhost:5173/src/backoffice/views/orders/AddPurchaseOrder.jsx:71:20)
    at async handleFormSubmit (http://localhost:5173/src/backoffice/views/orders/AddPurchaseOrder.jsx:302:21)",2025-04-07T04:07:30.556Z,,
761,ERR-20250407-3QGRYK,/api/products_by_category/Beer?vendor_name=Baker-Sullivan,Vendor ID is required,,2025-04-07T04:42:04.595Z,,
762,ERR-20250407-3QGRYK,/api/products_by_category/Beer?vendor_name=Baker-Sullivan,[ERR-20250407-3QGRYK] Vendor ID is required,"Error: [ERR-20250407-3QGRYK] Vendor ID is required
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async handleGetProductsByCategory (http://localhost:5173/src/backoffice/views/orders/AddPurchaseOrder.jsx:175:23)
    at async handleCategoryChange (http://localhost:5173/src/backoffice/views/orders/AddPurchaseOrder.jsx:234:5)",2025-04-07T04:42:04.621Z,,
763,ERR-20250407-CXKM8Q,/api/get_upcoming_deliveries,Something went wrong.,,2025-04-07T04:48:38.395Z,,
764,ERR-20250407-CXKM8Q,/api/get_upcoming_deliveries,[ERR-20250407-CXKM8Q] Something went wrong.,"Error: [ERR-20250407-CXKM8Q] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async fetchUpcomingDeliveries (http://localhost:5173/src/backoffice/components/ui/dashboard/UpcomingDeliveriesCard.jsx:31:19)",2025-04-07T04:48:38.407Z,,
765,ERR-20250407-MOYLE8,/api/get_upcoming_deliveries,Something went wrong.,,2025-04-07T14:31:10.596Z,,
766,ERR-20250407-MOYLE8,/api/get_upcoming_deliveries,[ERR-20250407-MOYLE8] Something went wrong.,"Error: [ERR-20250407-MOYLE8] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async fetchUpcomingDeliveries (http://localhost:5173/src/backoffice/components/ui/dashboard/UpcomingDeliveriesCard.jsx:31:19)",2025-04-07T14:31:10.608Z,,
767,ERR-20250407-FHIZNM,/api/store,Something went wrong.,,2025-04-07T16:43:47.946Z,,
768,ERR-20250407-FHIZNM,/api/store,[ERR-20250407-FHIZNM] Something went wrong.,"Error: [ERR-20250407-FHIZNM] Something went wrong.
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async handleGetStoreData (http://localhost:5173/src/backoffice/views/orders/AddPurchaseOrder.jsx:66:20)
    at async handleFormSubmit (http://localhost:5173/src/backoffice/views/orders/AddPurchaseOrder.jsx:223:21)",2025-04-07T16:43:47.973Z,,
769,ERR-20250407-MRHSAG,/api/store,Store not found,,2025-04-07T16:46:23.677Z,,
770,ERR-20250407-MRHSAG,/api/store,[ERR-20250407-MRHSAG] Store not found,"Error: [ERR-20250407-MRHSAG] Store not found
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async handleGetStoreData (http://localhost:5173/src/backoffice/views/orders/AddPurchaseOrder.jsx:66:20)
    at async handleFormSubmit (http://localhost:5173/src/backoffice/views/orders/AddPurchaseOrder.jsx:223:21)",2025-04-07T16:46:23.701Z,,
771,ERR-20250407-W8X1GP,/api/generate_purchase_order,Invalid vendor,,2025-04-07T16:51:43.393Z,,
772,ERR-20250407-W8X1GP,/api/generate_purchase_order,[ERR-20250407-W8X1GP] Invalid vendor,"Error: [ERR-20250407-W8X1GP] Invalid vendor
    at apiFetch (http://localhost:5173/src/utils/api.js:64:10)
    at async handleFormSubmit (http://localhost:5173/src/backoffice/views/orders/AddPurchaseOrder.jsx:258:20)",2025-04-07T16:51:43.409Z,,
